-1e-12,-4.5e-14
-9.58492e-13,-4.50009e-14
-9.18973e-13,-4.50037e-14
-8.81385e-13,-4.50082e-14
-8.45617e-13,-4.50144e-14
-8.11568e-13,-4.50224e-14
-7.79141e-13,-4.50321e-14
-7.48247e-13,-4.50435e-14
-7.188e-13,-4.50566e-14
-6.90723e-13,-4.50713e-14
-6.6394e-13,-4.50877e-14
-6.38382e-13,-4.51058e-14
-6.13983e-13,-4.51255e-14
-5.90683e-13,-4.51468e-14
-5.68422e-13,-4.51699e-14
-5.47148e-13,-4.51946e-14
-5.26808e-13,-4.52209e-14
-5.07354e-13,-4.5249e-14
-4.88742e-13,-4.52788e-14
-4.70927e-13,-4.53104e-14
-4.5387e-13,-4.53437e-14
-4.37533e-13,-4.53788e-14
-4.21879e-13,-4.54158e-14
-4.06874e-13,-4.54546e-14
-3.92487e-13,-4.54953e-14
-3.78687e-13,-4.55379e-14
-3.65446e-13,-4.55825e-14
-3.52736e-13,-4.56291e-14
-3.40531e-13,-4.56779e-14
-3.28807e-13,-4.57287e-14
-3.17542e-13,-4.57818e-14
-3.06712e-13,-4.58371e-14
-2.96297e-13,-4.58947e-14
-2.86278e-13,-4.59548e-14
-2.76636e-13,-4.60174e-14
-2.67352e-13,-4.60825e-14
-2.5841e-13,-4.61504e-14
-2.49793e-13,-4.6221e-14
-2.41487e-13,-4.62945e-14
-2.33475e-13,-4.63711e-14
-2.25744e-13,-4.64508e-14
-2.18281e-13,-4.65338e-14
-2.11071e-13,-4.66204e-14
-2.04103e-13,-4.67106e-14
-1.97364e-13,-4.68046e-14
-1.90842e-13,-4.69028e-14
-1.84526e-13,-4.70053e-14
-1.78404e-13,-4.71125e-14
-1.72464e-13,-4.72247e-14
-1.66696e-13,-4.73422e-14
-1.61086e-13,-4.74656e-14
-1.55623e-13,-4.75953e-14
-1.50294e-13,-4.77321e-14
-1.45083e-13,-4.78767e-14
-1.39973e-13,-4.80303e-14
-1.34897e-13,-4.81958e-14
-1.29904e-13,-4.83727e-14
-1.24964e-13,-4.85633e-14
-1.20034e-13,-4.8771e-14
-1.15038e-13,-4.90018e-14
-1.0981e-13,-4.92684e-14
-1.0425e-13,-4.95845e-14
-9.99793e-14,-4.98537e-14
-9.61976e-14,-5.01141e-14
-9.27618e-14,-5.03709e-14
-8.9589e-14,-5.06272e-14
-8.66278e-14,-5.08847e-14
-8.38434e-14,-5.11448e-14
-8.12101e-14,-5.14083e-14
-7.87083e-14,-5.1676e-14
-7.63225e-14,-5.19486e-14
-7.40397e-14,-5.22267e-14
-7.18493e-14,-5.25107e-14
-6.9742e-14,-5.28013e-14
-6.77099e-14,-5.30989e-14
-6.57459e-14,-5.3404e-14
-6.38439e-14,-5.37173e-14
-6.19982e-14,-5.40393e-14
-6.02035e-14,-5.43707e-14
-5.84552e-14,-5.4712e-14
-5.67488e-14,-5.50642e-14
-5.50801e-14,-5.54278e-14
-5.3445e-14,-5.58039e-14
-5.18259e-14,-5.61969e-14
-5.02365e-14,-5.66039e-14
-4.86729e-14,-5.7026e-14
-4.7131e-14,-5.74646e-14
-4.56067e-14,-5.79213e-14
-4.40957e-14,-5.8398e-14
-4.25932e-14,-5.88969e-14
-4.10938e-14,-5.94208e-14
-3.95914e-14,-5.99731e-14
-3.80783e-14,-6.05585e-14
-3.65442e-14,-6.1183e-14
-3.49747e-14,-6.18557e-14
-3.33468e-14,-6.2591e-14
-3.16161e-14,-6.34162e-14
-2.96622e-14,-6.44039e-14
-2.78056e-14,-6.5399e-14
-2.6182e-14,-6.63158e-14
-2.46696e-14,-6.72094e-14
-2.32282e-14,-6.80971e-14
-2.18361e-14,-6.89881e-14
-2.04796e-14,-6.98883e-14
-1.91488e-14,-7.08017e-14
-1.7825e-14,-7.17403e-14
-1.65189e-14,-7.26952e-14
-1.52248e-14,-7.36693e-14
-1.39377e-14,-7.46653e-14
-1.26534e-14,-7.56856e-14
-1.13681e-14,-7.67329e-14
-1.00781e-14,-7.78093e-14
-8.78026e-15,-7.89175e-14
-7.47132e-15,-8.006e-14
-6.14814e-15,-8.12393e-14
-4.80759e-15,-8.24584e-14
-3.44645e-15,-8.37202e-14
-2.06141e-15,-8.5028e-14
-6.48965e-16,-8.63855e-14
7.94593e-16,-8.77965e-14
2.27328e-15,-8.92654e-14
3.7915e-15,-9.07973e-14
5.35413e-15,-9.23977e-14
6.96666e-15,-9.40729e-14
8.63539e-15,-9.58305e-14
1.03676e-14,-9.76791e-14
1.21721e-14,-9.96293e-14
1.40594e-14,-1.01694e-13
1.60427e-14,-1.03889e-13
1.81393e-14,-1.06236e-13
2.03729e-14,-1.08764e-13
2.27782e-14,-1.11515e-13
2.54123e-14,-1.14559e-13
2.83887e-14,-1.18034e-13
3.20594e-14,-1.22366e-13
3.55224e-14,-1.26494e-13
3.88086e-14,-1.30444e-13
4.20342e-14,-1.34349e-13
4.52718e-14,-1.38293e-13
4.8502e-14,-1.42249e-13
5.17544e-14,-1.46252e-13
5.50484e-14,-1.50325e-13
5.83982e-14,-1.54484e-13
6.18149e-14,-1.58741e-13
6.53078e-14,-1.63109e-13
6.88853e-14,-1.67596e-13
7.25551e-14,-1.72212e-13
7.63244e-14,-1.76966e-13
8.02003e-14,-1.81867e-13
8.41897e-14,-1.86923e-13
8.82995e-14,-1.92143e-13
9.25366e-14,-1.97535e-13
9.69083e-14,-2.03109e-13
1.01422e-13,-2.08873e-13
1.06084e-13,-2.14837e-13
1.10903e-13,-2.21011e-13
1.15887e-13,-2.27405e-13
1.21044e-13,-2.34029e-13
1.26382e-13,-2.40895e-13
1.31911e-13,-2.48013e-13
1.37639e-13,-2.55397e-13
1.43577e-13,-2.63058e-13
1.49735e-13,-2.71009e-13
1.56122e-13,-2.79265e-13
1.62751e-13,-2.8784e-13
1.69633e-13,-2.96749e-13
1.76781e-13,-3.06008e-13
1.84207e-13,-3.15634e-13
1.91924e-13,-3.25644e-13
1.99948e-13,-3.36057e-13
2.08294e-13,-3.46893e-13
2.16976e-13,-3.58172e-13
2.26012e-13,-3.69917e-13
2.3542e-13,-3.82149e-13
2.45217e-13,-3.94894e-13
2.55425e-13,-4.08176e-13
2.66062e-13,-4.22023e-13
2.77152e-13,-4.36463e-13
2.88717e-13,-4.51527e-13
3.00781e-13,-4.67247e-13
3.13371e-13,-4.83655e-13
3.26514e-13,-5.00788e-13
3.40239e-13,-5.18683e-13
3.54576e-13,-5.37381e-13
3.69558e-13,-5.56924e-13
3.8522e-13,-5.77357e-13
4.01597e-13,-5.98727e-13
4.18728e-13,-6.21085e-13
4.36655e-13,-6.44485e-13
4.55421e-13,-6.68984e-13
4.75073e-13,-6.94642e-13
4.9566e-13,-7.21524e-13
5.17234e-13,-7.49698e-13
5.3985e-13,-7.79237e-13
5.63569e-13,-8.10219e-13
5.88454e-13,-8.42726e-13
6.14571e-13,-8.76845e-13
6.41992e-13,-9.12672e-13
6.70794e-13,-9.50305e-13
7.01059e-13,-9.89851e-13
7.32873e-13,-1.03143e-12
