-1e-12,-4.5e-14
-9.90001e-13,-4.50001e-14
-9.80005e-13,-4.50002e-14
-9.7001e-13,-4.50005e-14
-9.60019e-13,-4.50009e-14
-9.50029e-13,-4.50013e-14
-9.40043e-13,-4.5002e-14
-9.30058e-13,-4.50027e-14
-9.20077e-13,-4.50035e-14
-9.10098e-13,-4.50045e-14
-9.00122e-13,-4.50057e-14
-8.90148e-13,-4.50069e-14
-8.80178e-13,-4.50083e-14
-8.7021e-13,-4.50099e-14
-8.60245e-13,-4.50116e-14
-8.50284e-13,-4.50135e-14
-8.40325e-13,-4.50155e-14
-8.3037e-13,-4.50178e-14
-8.20418e-13,-4.50202e-14
-8.1047e-13,-4.50227e-14
-8.00525e-13,-4.50255e-14
-7.90583e-13,-4.50285e-14
-7.80645e-13,-4.50316e-14
-7.70711e-13,-4.5035e-14
-7.6078e-13,-4.50386e-14
-7.50854e-13,-4.50425e-14
-7.40931e-13,-4.50466e-14
-7.31013e-13,-4.50509e-14
-7.21099e-13,-4.50555e-14
-7.11189e-13,-4.50604e-14
-7.01284e-13,-4.50655e-14
-6.91383e-13,-4.5071e-14
-6.81487e-13,-4.50767e-14
-6.71596e-13,-4.50828e-14
-6.6171e-13,-4.50892e-14
-6.51829e-13,-4.5096e-14
-6.41953e-13,-4.51031e-14
-6.32083e-13,-4.51106e-14
-6.22218e-13,-4.51185e-14
-6.1236e-13,-4.51269e-14
-6.02507e-13,-4.51357e-14
-5.92661e-13,-4.51449e-14
-5.8282e-13,-4.51547e-14
-5.72987e-13,-4.51649e-14
-5.63161e-13,-4.51757e-14
-5.53341e-13,-4.51871e-14
-5.43529e-13,-4.5199e-14
-5.33725e-13,-4.52116e-14
-5.23928e-13,-4.52249e-14
-5.1414e-13,-4.52389e-14
-5.0436e-13,-4.52536e-14
-4.94589e-13,-4.52692e-14
-4.84827e-13,-4.52855e-14
-4.75075e-13,-4.53028e-14
-4.65333e-13,-4.5321e-14
-4.55601e-13,-4.53402e-14
-4.4588e-13,-4.53605e-14
-4.3617e-13,-4.53819e-14
-4.26472e-13,-4.54046e-14
-4.16786e-13,-4.54285e-14
-4.07113e-13,-4.54539e-14
-3.97453e-13,-4.54808e-14
-3.87808e-13,-4.55093e-14
-3.78178e-13,-4.55395e-14
-3.68563e-13,-4.55716e-14
-3.58964e-13,-4.56058e-14
-3.49383e-13,-4.56421e-14
-3.3982e-13,-4.56808e-14
-3.30276e-13,-4.57221e-14
-3.20752e-13,-4.57662e-14
-3.1125e-13,-4.58134e-14
-3.01771e-13,-4.58639e-14
-2.92315e-13,-4.59181e-14
-2.82886e-13,-4.59763e-14
-2.73483e-13,-4.60389e-14
-2.6411e-13,-4.61065e-14
-2.54769e-13,-4.61796e-14
-2.4546e-13,-4.62586e-14
-2.36188e-13,-4.63445e-14
-2.26953e-13,-4.64379e-14
-2.17761e-13,-4.65399e-14
-2.08613e-13,-4.66514e-14
-1.99514e-13,-4.67738e-14
-1.90468e-13,-4.69087e-14
-1.8148e-13,-4.70576e-14
-1.72554e-13,-4.72229e-14
-1.63696e-13,-4.7407e-14
-1.54914e-13,-4.76129e-14
-1.46215e-13,-4.78443e-14
-1.37607e-13,-4.81057e-14
-1.29101e-13,-4.84026e-14
-1.20707e-13,-4.87415e-14
-1.12437e-13,-4.9131e-14
