-1e-12,1e-15
-9.90002e-13,1e-15
-9.80007e-13,1.00001e-15
-9.70014e-13,1.00001e-15
-9.60023e-13,1.00002e-15
-9.50035e-13,1.00004e-15
-9.40049e-13,1.00005e-15
-9.30066e-13,1.00007e-15
-9.20086e-13,1.00009e-15
-9.10108e-13,1.00011e-15
-9.00133e-13,1.00014e-15
-8.90161e-13,1.00017e-15
-8.80192e-13,1.0002e-15
-8.70225e-13,1.00024e-15
-8.60262e-13,1.00027e-15
-8.50302e-13,1.00032e-15
-8.40345e-13,1.00036e-15
-8.30391e-13,1.00042e-15
-8.2044e-13,1.00047e-15
-8.10493e-13,1.00053e-15
-8.00549e-13,1.00059e-15
-7.90609e-13,1.00066e-15
-7.80672e-13,1.00073e-15
-7.70739e-13,1.00081e-15
-7.6081e-13,1.00089e-15
-7.50885e-13,1.00098e-15
-7.40964e-13,1.00107e-15
-7.31047e-13,1.00117e-15
-7.21135e-13,1.00127e-15
-7.11226e-13,1.00138e-15
-7.01322e-13,1.0015e-15
-6.91423e-13,1.00162e-15
-6.81529e-13,1.00175e-15
-6.71639e-13,1.00188e-15
-6.61755e-13,1.00203e-15
-6.51876e-13,1.00218e-15
-6.42002e-13,1.00234e-15
-6.32133e-13,1.00251e-15
-6.22271e-13,1.00269e-15
-6.12414e-13,1.00288e-15
-6.02563e-13,1.00307e-15
-5.92719e-13,1.00328e-15
-5.82881e-13,1.0035e-15
-5.73049e-13,1.00373e-15
-5.63225e-13,1.00397e-15
-5.53408e-13,1.00423e-15
-5.43598e-13,1.0045e-15
-5.33796e-13,1.00478e-15
-5.24002e-13,1.00508e-15
-5.14216e-13,1.00539e-15
-5.04439e-13,1.00572e-15
-4.9467e-13,1.00607e-15
-4.84911e-13,1.00644e-15
-4.75162e-13,1.00683e-15
-4.65423e-13,1.00723e-15
-4.55694e-13,1.00767e-15
-4.45976e-13,1.00812e-15
-4.3627e-13,1.0086e-15
-4.26576e-13,1.00911e-15
-4.16894e-13,1.00965e-15
-4.07225e-13,1.01022e-15
-3.9757e-13,1.01083e-15
-3.87929e-13,1.01147e-15
-3.78304e-13,1.01215e-15
-3.68694e-13,1.01287e-15
-3.59101e-13,1.01364e-15
-3.49526e-13,1.01446e-15
-3.39969e-13,1.01533e-15
-3.30432e-13,1.01627e-15
-3.20916e-13,1.01726e-15
-3.11422e-13,1.01833e-15
-3.01951e-13,1.01947e-15
-2.92506e-13,1.0207e-15
-2.83087e-13,1.02202e-15
-2.73696e-13,1.02344e-15
-2.64336e-13,1.02497e-15
-2.55008e-13,1.02664e-15
-2.45715e-13,1.02844e-15
-2.3646e-13,1.0304e-15
-2.27246e-13,1.03254e-15
-2.18076e-13,1.03488e-15
-2.08953e-13,1.03744e-15
-1.99883e-13,1.04027e-15
